,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,song_text,text_length
1226,Who ever thinks or hopes of love,,John Dowland,,John Dowland,First book of ayres,,1597,#2,Sarge Gerbode,Sarge Gerbode,,,,,Who ever thinks or hopes of love,,lute song,Gm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/02_who_ever_thinks/who_ever_thinks.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/02_who_ever_thinks/pdf/who_ever_thinks.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/02_who_ever_thinks/midi/who_ever_thinks.mid,1573937414,1586042066,"who ever thinks or hopes of love for love: or who belov'd in cupid's laws doth glory: who joys in vows, or vows not to remove: who by this lightgod hath not been made charmed, looking on me let him know, love's delights are treasures hid in caves, are treasures hid in caves, but kept who thinks that sorrows felt, desires hidden, or humble faith in constant honour armed, can keep love from the fruit that is forbidden, who thinks that change is by enentreaclipsed from my sun, with dark clouds of an earth, with dark clouds of an earth quite ovby sprites. sprites.",566
1228,My thoughts are winged with hopes,,John Dowland,,John Dowland,First book of ayres,,1597,#3,Sarge Gerbode,Sarge Gerbode,,,,,My thoughts are winged with hopes,,lute song,Cm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/03_my_thoughts_are_winged_with_hopes/my_thoughts_are_winged_with_hopes.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/03_my_thoughts_are_winged_with_hopes/pdf/my_thoughts_are_winged_with_hopes.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/03_my_thoughts_are_winged_with_hopes/midi/my_thoughts_are_winged_with_hopes.mid,1573937414,1586042066,"my thoughts are wing'd with hopes, my hopes with love. mount love unto the moon in clearest night and say, as she doth in the heavens move, as she doth change, and yet remain the same: distrust doth enter hearts, but not infect, and love is sweetest season'd with suspect. and you my thoughts that some mistrust do carry, if for mistrust my mistress do you blame, say though you sighs, disperse them in the skies, or with thy tears dissolve them into rain; thoughts, hopes, and love return to me no more till cynthia shine as she hath done before. if she, for this, with clouds do mask her eyes, and make the heavens dark with her disdain, with windy in earth so wanes and waxeth my delight: and whisper this but softly in her ears, hope oft doth hang the head, and trust shed tears.",783
1230,If my complaints,,John Dowland,,John Dowland,First book of ayres,,1597,#4,Sarge Gerbode,Sarge Gerbode,,,,,If my complaints,,lute song,Gm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/04_if_my_complaints/if_my_complaints.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/04_if_my_complaints/pdf/if_my_complaints.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/04_if_my_complaints/midi/if_my_complaints.mid,1573937414,1586042066,"if my complaints could passions move, or make love see wherein i suffer wrong, my passions were enough to prove that my despairs had govern'd me too long. o love, i live and is thy power; that i desire, it is thy worth. if love doth make men's lives too sour let me not love nor live henceforth. die shall my hopes, but not my faith that you, that of my fall may hearers be, may here despair, which truly saith i was more true to love than love to me. can love be rich, and yet i want? is love my judge and yet am i condemn'd? thou plenty hast, yet me dost scant; thou made a god, and yet thy pow'r contemn'd. that i do live, it thy wounds do freshly bleed in me; my heart for thy unkindness breaks. yet thou dost hope when i despair, and when i hope thou mak'st me hope in vain. thou say'st thou canst my harms repair, yet for redress thou let'st me still complain.",866
1232,Can she excuse my wrongs?,,John Dowland,,John Dowland,First book of ayres,,1597,#5,Sarge Gerbode,Sarge Gerbode,,,,,Can she excuse my wrongs?,,lute song,Dm,3.0,"8-course,alto",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/05_can_she_excuse/can_she_excuse.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/05_can_she_excuse/pdf/can_she_excuse.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/05_can_she_excuse/midi/can_she_excuse.mid,1573937414,1586042066,"can she excuse my wrongs with virtue's cloak? shall i call her good when she proves unkind? are those clear fires which vanish into smoke? must i praise the leaves where no fruit i find? no, no: where shadows do for bodies stand thou may'st be abus'd if thy sight be dim. cold love is like to words written on sand, or to bubbles which on the water swim. wilt thou be thus abused still, seeing that she will right thee never? if thou canst not o'ercome her will, thy love will be thus fruitless ever. was i so base, that i might not aspire unto those high joys which she holds from me? as they are high, so high is my desire: if she this deny, what can granted be? if she will yield to that which reason is, it is reason's will that love should be just. dear, make me happy still by granting this, or cut off delays if that die i must. better a thousand times to die, than for to live thus still tormented: dear, but remember it was i who for thy sake did die contented.",970
1234,"Now, O now I needs must part",,John Dowland,,John Dowland,First book of ayres,,1597,#6,Sarge Gerbode,Sarge Gerbode,,,,,"Now, O now I needs must part",,lute song,GM,3.0,"8-course,soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/06_now_o_now/now_o_now.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/06_now_o_now/pdf/now_o_now.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/06_now_o_now/midi/now_o_now.mid,1573937414,1586042066,"now, o now i needs must part, parting though i absent mourn. absence can no joy impart: joy once fled can not return. while i live i needs must love, love lives not when hope is gone. now at last despair doth prove, love divided loveth none. sad despair doth drive me hence; this despair dear, when i am from thee gone, gone are all my joys at once. i lov'd thee and thee alone, in whose love i joyed once. and although your sight i leave, sight wherein my joys do lie, till that death do sense bereave, never shall affection die. unkindness sends. if that parting be ofdear, if i do not return, love, and i shall die together. for my absence never mourn, whom you might have joyed ever: part we must though now i die, die i do to part with you. him despair doth cause to lie, who both liv'd and dieth true. fence, it is she which then offends. -",846
1236,"Dear, if you change",,John Dowland,,John Dowland,First book of ayres,,1597,#7,Sarge Gerbode,Sarge Gerbode,,,,,"Dear, if you change",,lute song,Am,3.0,"6-course,soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/07_dear_if_you_change/dear_if_you_change.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/07_dear_if_you_change/pdf/dear_if_you_change.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/07_dear_if_you_change/midi/dear_if_you_change.mid,1573937414,1586042066,"earth with her flow'rs shall sooner heav'n adorn, heav'n her bright stars through earth's dim globe shall move, air made to shine as black as hell shall prove: earth, heav'n, fire, air, the world transform'd shall view, ere i prove false to faith, or strange to you, you. sweet, if you shrink, i'll never think of love. fire heat shall lose, and frosts of flames be born, prove. dear, sweet, fair, wise, change, shrink, nor be not weak: and, on my faith, my faith shall never break, break.",489
1238,"Burst forth, my tears",,John Dowland,,John Dowland,First book of ayres,,1597,#8,Sarge Gerbode,Sarge Gerbode,,,,,"Burst forth, my tears",,lute song,Gm,3.0,"7-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/08_burst_forth_my_tears/burst_forth_my_tears.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/08_burst_forth_my_tears/pdf/burst_forth_my_tears.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/08_burst_forth_my_tears/midi/burst_forth_my_tears.mid,1573937414,1586042066,"burst, burst forth my tears, assist my forward grief, and show what pain imhope of pity knocks; but mercy scant relief, and pine, since pensive care my freedom yokes. o grieve to hear my grief, o grieve to hear my grief, my tender flocks. sad, sad pining care, that never may have peace, at beauty's gate in suits repaid with mocks: i plead, yet dain increase, and beauty hope in her fair bosom locks. o both the shepherd kills, that both the shepherd kills, and his poor flocks. like to, like to the winds my sighs have winged been; yet are my sighs and she repineth at my teen. o ruthless rigour harder than the rocks. that pine, to see me pine, my tender flocks.",665
1240,"Go, crystal tears",,John Dowland,,John Dowland,First book of ayres,,1597,#9,Sarge Gerbode,Sarge Gerbode,,,,,"Go, crystal tears",,lute song,Cm,3.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/09_go_crystal_tears/09_go_crystal_tears.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/09_go_crystal_tears/pdf/09_go_crystal_tears.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/09_go_crystal_tears/midi/09_go_crystal_tears.mid,1573937414,1586042066,"go, crystal tears, like to the morning show'rs, and sweetly weep into my lady's breast. and as the dews revive the drooping flow'rs, so let your drops of pity be address'd, to quicken up the thoughts of my desert, which sleeps too sound whilst heart and patient eyes, eyes. haste, restless sighs, and let your burning breath dissolve the ice of her indurate heart, whose frozen rigour like forgetful death, feels never any touch of my desert, yet sighs and tears to her i sacrifice, both from a spotless",503
1242,Think'st thou then by thy feigning,,John Dowland,,John Dowland,First book of ayres,,1597,#10,Sarge Gerbode,Sarge Gerbode,,,,,Think'st thou then by thy feigning,,lute song,Gm,3.0,"7-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/10_thinkst_thou_then/10_thinkst_thou_then.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/10_thinkst_thou_then/pdf/10_thinkst_thou_then.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/10_thinkst_thou_then/midi/10_thinkst_thou_then.mid,1573937414,1586042067,"think'st thou then by thy feigning sleep, with a proud disdaining, or with thy crafty closing thy cruel eyes reposing, to drive me from thy sight, when sleep yields more delight, such harmless beauty gracing. and while sleep feigned is, may not i steal a kiss, thy her that lov'd so coldly. o that my sleep dissembled, were to a trance resembled, thy cruel eyes deceiving, of lively sense bereaving, then should my love requite thy love's unkind despite, while fury triumph'd boldly in beauty's sweet disgrace and liv'd in sweet embrace of lovely sleep is armless. should then my love aspiring, forbidden joys desiring, so far exceed the duty that virtue owes to beauty? no, love, seek not thy bliss beyond a simple kiss: for such deceits are harmless, yet kiss a thousandfold for kisses may be bold when",804
1244,"Come away, come sweet love",,John Dowland,,John Dowland,"First book of ayres,",,1597,#11,Sarge Gerbode,Sarge Gerbode,,,,,"Come away, come sweet love",,lute song,Gm,3.0,"6-course, bass viol, soprano","6-course, soprano",,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/11_come_away_come_sweet_love/11_come_away_come_sweet_love.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/11_come_away_come_sweet_love/pdf/11_come_away_come_sweet_love.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/11_come_away_come_sweet_love/midi/11_come_away_come_sweet_love.mid,1573937414,1586042067,"come away, come, sweet love! the golden morning breaks; all the earth, all the air of love and pleasure speaks. teach thine arms then to embrace, and sweet rosy lips to kiss, and sire no beauties but their own. ornament is nurse of pride; pleasure, meawith sweet hopes and heav'nly fire. come away, come, sweet love! the golden morning wastes, while the sun from his sphere his fiery arrows casts making all the shadows fly, playing staying in the grove to eyes were made for beauty's grace, viewing, ruesure love's delight. haste then, sweet love, our wished flight. come away, come, sweet love! do not in vain adorn beauty's grace, that should rise like to the naked morn. lilies on the riverside entertain the stealth of love. thither, sweet love, let us hie, flying, dycured by beauty's rude disdain.",804
1255,"Sleep, wayward thoughts",,John Dowland,,John Dowland,First book of ayres,,1597,#13,Sarge Gerbode,Sarge Gerbode,,,,,"Sleep, wayward thoughts",,lute song,GM,3.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/13_sleep_wayward_thoughts/13_sleep_wayward_thoughts.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/13_sleep_wayward_thoughts/pdf/13_sleep_wayward_thoughts.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/13_sleep_wayward_thoughts/midi/13_sleep_wayward_thoughts.mid,1573937414,1586042067,"sleep wayward thoughts, and rest you with my love; let not my love be with my love displeased. touch not, proud and the beauties, that appear between her brows near cupid's closed fires. thus while she sleeps moves sighand yet my love doth wake. but o the fury of my restless fear; the hidden anguish of my flesh desires; the glories love, and yet my love opprest, impatient yet of perfect temp'rature. sleep, dainty love, while i my love doth rage, and yet my love doth rest. fear in my love, and yet my hands, lest you her anger move, but pine you with my longings long diseased. thus while she sleeps i sorsigh for thy sake.",627
1257,"All ye, whom love or fortune",,John Dowland,,John Dowland,First book of ayres,,1597,#14,Sarge Gerbode,Sarge Gerbode,,,,,"All ye, whom love or fortune",,lute song,Gm,3.0,"8-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/14_all_ye_whom_love/all_ye_whom_love_or_fortune.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/14_all_ye_whom_love/pdf/all_ye_whom_love_or_fortune.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/14_all_ye_whom_love/midi/all_ye_whom_love_or_fortune.mid,1573937414,1586042067,"all ye, whom love or fortune hath betray'd; all ye, that dream of bliss but live in grief; all ye, whose hopes are evermore delay'd; all ye, whose sighs, whose sighs or sickness wants relief; lend ears and tears to me, most hapless man, that sings my sorrows, that sings my sorrows and my sorrow end. end. care that consumes the heart with inward pain, pain that presents sad care in outward view, both tyrantlike enforce me to complain; but still in vain, in vain: for none my plaints will rue. tears, sighs, and ceaseless cries alone i spend: my woe wants comfort, my woe wants comfort,",588
1259,"Wilt thou, unkind, thus reave me?",,John Dowland,,John Dowland,First book of ayres,,1597,#15,Sarge Gerbode,Sarge Gerbode,,,,,"Wilt thou, unkind, thus reave me?",,lute song,Am,4.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/15_wilt_thou_unkind/wilt_thou_unkind_thus_reave_me.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/15_wilt_thou_unkind/pdf/wilt_thou_unkind_thus_reave_me.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/15_wilt_thou_unkind/midi/wilt_thou_unkind_thus_reave_me.mid,1573937414,1586042067,"wilt thou unkind thus reave me of my heart, of my heart, and so leave me, and so leave me, me? hope by disdain grows cheerless, fear doth love, love doth fear, beauty peerless, beauty peerless, less. if no delays can move thee, life shall die, death shall live still to love thee, still to love thee, thee. farewell, farewell, but yet or e'er i yet be thou mindful ever, heat from fire, fire from heat true love cannot be changed, though delight from desert",457
1261,Would my conceit,,John Dowland,,John Dowland,First book of ayres,,1597,#16,Sarge Gerbode,Sarge Gerbode,,,,,Would my conceit,,lute song,Am,3.0,"6-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/16_would_my_conceit/would_my_conceit.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/16_would_my_conceit/pdf/would_my_conceit.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/16_would_my_conceit/midi/would_my_conceit.mid,1573937414,1586042067,"would my conceit, that first enforc'd my woe, or else mine eyes which still the same increase, might be extinct, to end my sorrows so, not enjoy it yet, whose hope is such, bereaved of the bliss, which each hour amidst the deep of hell i fry, each hour i waste and wither where i sit: but that sweet hour wherein which now are such as rects my hap aslope. wherefore to neither eke whose hell reneweth ev'ry hour. to all save me is free to live or die, to all save me remaineth hap or hope: but all perforce i must nothing can release: whose life is death, whose sweet each change of sour, and to my thralls i yield, for so i must. -",632
1263,"Come again, sweet love doth now invite",,John Dowland,,John Dowland,First book of ayres,,1597,#17,Sarge Gerbode,Sarge Gerbode,,,,,"Come again, sweet love doth now invite",,lute song,GM,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/17_come_again/17_come_again.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/17_come_again/pdf/17_come_again.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/17_come_again/midi/17_come_again.mid,1573937414,1586042067,"come again! sweet love doth now invite come again! that i may cease to mourn all the day the sun that lends me shine all the night my sleeps are full of dreams, out alas! my faith is ever true; gentle love, draw forth thy wounding dart, thy graces, that refrain to do me through thy unkind disdain. for now left by frowns do cause me pine, and feeds me my eyes are full of streams; my heart takes yet will she never rue, nor yield me thou canst not pierce her heart; for i, that due delight, to see, to hear, with delay; her smiles my springs no delight to see the fruits any grace. her eyes of fire, do approve by sighs and tears to touch, to kiss, to die that makes my joys to grow; and joys that some do find, her heart of flint is made, more hot than are thy shafts, with thee again in in deadly pain and her frowns the winters, and mark the storms, the whom tears nor truth, nor did tempt, while sweetest sympathy. winters of my woes. storms are me assigned. truth may once invade. she for triumph laughs.",1010
1266,His golden locks,,John Dowland,,John Dowland,First book of ayres,,1597,#18,Sarge Gerbode,Sarge Gerbode,,,,,His golden locks,,lute song,GM,3.0,"8-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/18_his_golden_locks/his_golden_locks.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/18_his_golden_locks/pdf/his_golden_locks.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/18_his_golden_locks/midi/his_golden_locks.mid,1573937414,1586042067,"his golden locks time hath to silver turn'd. o time too swift, o swiftness never ceasing! his youth 'gainst time and age hath ever spurn'd, but spurn'd in vain; youth waneth by increasing. beauty, strength, youth are flow'rs but fading seen: duty, faith, sure of his unspoted heart. his helmet now shall make a hive for bees, and lover's sonnets turn to holy psalms: a manatarms must now serve on his knees, and feed on prayers which are age's alms: but though from court to cottage he depart, his saint is bedesman now that was your knight. and when he saddest sits in homely cell, he'll teach his swains this carol for a song, blest be the hearts that wish my sov'reign well, curst be the soul that thinks her any wrong. goddess, allow this aged man the right, to be your",773
1269,Awake Sweet Love,,John Dowland,,John Dowland,First book of ayres,,1597,#19,Sarge Gerbode,Sarge Gerbode,,,,,Awake Sweet Love,,lute song,FM,3.0,"7-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/19_awake_sweet_love/19_awake_sweet_love.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/19_awake_sweet_love/pdf/19_awake_sweet_love.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/19_awake_sweet_love/midi/19_awake_sweet_love.mid,1573937414,1586042067,"awake, sweet love, thou art returned my heart, which long in absence mourned, lives now in perfect joy. let love, which never absent dies, now live forever in her f a a a be, though long in vain i loved. if she at last reseemed fair, she, only i could love, she only drove me to despair when she unkind did prove. despair did make me wish to die, that i my joys might end. she only, which did make me fly, my state may now amend. if she esteem thee now aught worth, she will not grieve thy love henceforth, which so despair hath proved. despair hath proved now in me that love will not inconstant eyes, whence came my first annoy. only her self hath irst book of ayres , . encoded and edited ward thy love and all thy harms repair, thy happiness will sweeter prove raised up from deep despair. and if that now thou welcome be when thou with her dost meet, she all this while but played with thee to make thy joys more sweet.",924
1273,Away with those self-loving lads,Words by Fulke Greville.,John Dowland,,John Dowland,First book of ayres,,1597,#21,Sarge Gerbode,Sarge Gerbode,,,,,Away with those self-loving lads,,lute song,GM,3.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/21_away_with_these_self-loving_lads/away_with_these_self-loving_lads.ft3,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/21_away_with_these_self-loving_lads/pdf/away_with_these_self-loving_lads.pdf,https://lutemusic.org/sources/DowlandJ/1st_book_of_ayres/21_away_with_these_self-loving_lads/midi/away_with_these_self-loving_lads.mid,1573937414,1586042067,"away with these selfloving lads, whom cupid's arrow never glads. asert is born out of his bow, reev'ry day i read the same: where honour, cupid's rival, is, there miracles are seen of his. god cupid's shaft, like destiny, doth wear her rings on holidays, on ev'ry tree i write her name, and well fare nothing once a year: for many run, but one must win, fools only hedge the cuckoo in. my songs they be of cynthia's praise, i blot her name out of the tree. if love as well the for'ster can as can the mighty nobleman: sweet saint, 'tis true you worthy be, yet without love naught worth to me. if cynthia crave her ring of me, i love, which is the bow of love; and love of them that lie and sleep. for cupid is a meadow god, and forceth none to kiss the rod. the worth that worthiness should move is way, poor souls, that sigh and weep. in ward upon his foot doth go. what fools are they that have not known that love likes no laws but his own?",943
1277,I saw my lady weep,,John Dowland,,John Dowland,Second book of ayres,,1600,#1,Sarge Gerbode,Sarge Gerbode,,,,,I saw my lady weep,,lute song,Am,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/01_I_saw_my_lady_weep/01_i_saw_my_lady_weep.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/01_I_saw_my_lady_weep/pdf/01_i_saw_my_lady_weep.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/01_I_saw_my_lady_weep/midi/01_i_saw_my_lady_weep.mid,1573937414,1586042067,"o row was there made fair, and fairer than aught else the sorrow proud to be advanced so passion wise, tears a delightful thing; world can show, leave off in time to grieve. in those fair enough, eeyes, in those fair eyes where all perfections keep. yond, beyond all speech a wisdom rare. nough your joyful looks, your joyful looks excels. her face was full of woe, full of woe; but such a she made her sighs to sing, sighs to sing, and all things tears kill the heart believe, believe. o strive not woe, believe me, as wins more hearts with so sweet a sadness move to be excellent in woe, than mirth can do with her, with her enticing parts as made my heart at once both grieve, both grieve and love. which only breeds your beauty's ovverthrow.",745
1285,"Flow, my tears",,John Dowland,,John Dowland,Second book of ayres,,1600,#2,Sarge Gerbode,Sarge Gerbode,,,,,"Flow, my tears",,lute song,Am,3.0,"8-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/02_flow_my_tears/Am/02_flow_my_tears_VT.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/02_flow_my_tears/Am/pdf/02_flow_my_tears_VT.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/02_flow_my_tears/Am/midi/02_flow_my_tears_VT.mid,1573937414,1586042067,"flow my tears, fall from your springs! exiled forever let me mourn; where night's black bird her sad infamy sings, there let me live forlorn. never may my woes be relieved, since pity is fled; and tears and sighs and groans my weary days, my weary days f a a  are my hopes, since hope is gone. that in hell feel not the world's despite. down, vain lights, shine you no more! no nights are dark enough for those that in despair their lost fortunes deplore. light doth but shame disclose. from the highest spire of contentment my fortune is thrown; and fear and grief and pain for my deserts, for my deserts of all joys have deprived. hark! you shadows that in darkness dwell, learn to contemn light. happy, happy they",716
1291,"Sorrow, stay",,John Dowland,,John Dowland,Second book of ayres,,1600,#3,Sarge Gerbode,Sarge Gerbode,,,,,"Sorrow, stay",,lute song,Gm,3.0,"7-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/03_sorrow_stay/sorrow_stay.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/03_sorrow_stay/pdf/sorrow_stay.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/03_sorrow_stay/midi/sorrow_stay.mid,1573937414,1586042067,"sorrow, sorrow stay! lend true repentent tears to a woeful, woeful wretched wight. hence, hence, despair with thy tormentng fears! do not, oh do not my heart, poor heart, affright. pity, pity, pity, pity, pity, pity, help now or never; mark me not to endless pain, mark me not to endless pain. alas! i am condemn'd, alas i am condemn'd, i am condemned ever; no hope, no help there doth reand arise, down, and arise i never shall. but down, down, down, down i fall, but down, down, down, down i fall, down, and arise, down, and a-",529
1295,Die not before thy day,,John Dowland,,John Dowland,Second book of ayres,,1600,#4,Sarge Gerbode,Sarge Gerbode,,,,,Die not before thy day,,lute song,Gm,3.0,"7-course, bass viol, alto","7-course, alto",,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/04_die_not_before_thy_day/die_not_before_thy_day.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/04_die_not_before_thy_day/pdf/die_not_before_thy_day.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/04_die_not_before_thy_day/midi/die_not_before_thy_day.mid,1573937414,1586042067,"die not before thy day, poor, poor man condemned, but lift thy low looks, but lift thy low looks from the humble earth. kiss not despair and see sweet hope contemned. the hag hath no delight but moan, but moan for mirth. o fie poor foundling, o fie poor foundling! fie! fie! be willing to preserve thyself from killing. hope, thy keeper, glad to free thee, bids thee go and will not see thee. hie thee quickly from thy wrong! so she ends her willing song.",455
1299,Mourn! Day is with darkness fled,,John Dowland,,John Dowland,Second book of ayres,,1600,#5,Sarge Gerbode,Sarge Gerbode,,,,,Mourn! Day is with darkness fled,,lute song,DM,3.0,"8-course, bass, alto","8-course, alto",,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/05_mourn_mourn/mourn_mourn.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/05_mourn_mourn/pdf/mourn_mourn.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/05_mourn_mourn/midi/mourn_mourn.mid,1573937414,1586042067,"mourn! mourn! day is with darkness fled. what heav'n then governs earth? o none but hell in heaven's stead chokes with his mists our mirth. mourn! mourn! look now for no more day nor night, but that from hell. then all must, as they may, in darkness learn to dwell. but yet this change must needs change our delight, that thus the sun, that thus the sun, the sun should harbour with the night.",393
1303,"Time's eldest son, old age","1. Time's eldest son, old age",John Dowland,,John Dowland,Second book of ayres,,1600,#6,Sarge Gerbode,Sarge Gerbode,,,,,"Time's eldest son, old age",,lute song,GM,3.0,"8-course, bass, soprano","8-course, soprano",,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/06_times_eldest_son/times_eldest_son.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/06_times_eldest_son/pdf/times_eldest_son.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/06_times_eldest_son/midi/times_eldest_son.mid,1573937414,1586042067,"time's eldest son, old foe, love's woe, to devotion, bids gallant youths in martial prowess please, as for himself, he fices as good as shows, masks, jousts, or tilt devices, vices. age, the heir of ease, strength's and foster hath no earthly motion, but thinks sighs, tears, vows, prayers and sacri-",300
1315,"Praise blindness, eyes",Dedicated to Master Hugh Holland,John Dowland,,John Dowland,Second book of ayres,,1600,#9,Sarge Gerbode,Sarge Gerbode,,,,,"Praise blindness, eyes",,lute song,Dm,3.0,"8-course, bass, alto",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/09_praise_blindness_eyes/praise_blindness_eyes.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/09_praise_blindness_eyes/pdf/praise_blindness_eyes.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/09_praise_blindness_eyes/midi/praise_blindness_eyes.mid,1573937415,1586042067,"praise blindness, eyes, for seeing is deceit. be dumb, vain tongue; words are but flatt'ring winds. break, heart, and bleed, for there is no receipt to purge inconstancy from most men's minds. could not move; i know my dream was true, and yet i love. and if thine eyes, false heralds to thy heart,convey into thy head hopes to obtain, then tell thy hearing thou art deaf by art, now love is art that wonted to be plain. and so i wak'd amaz'd and now none is bald except they see his brains;affection is not known till one be dead; reward for love are labours for his pains; love's quiver made of gold, his shafts of lead.",621
